N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
N o d e   l o c a l h o s t : 4 4 4 4   a c c e p t e d   A p p e n d E n t r i e s   R P C   f r o m   l o c a l h o s t : 1 1 1 1 .
L e a d e r   l o c a l h o s t : 1 1 1 1   l e a s e   r e n e w a l   f a i l e d .   S t e p p i n g   d o w n . . .
N o d e   l o c a l h o s t : 4 4 4 4   e l e c t i o n   t i m e r   t i m e d   o u t ,   S t a r t i n g   e l e c t i o n .
V o t e   g r a n t e d   t o   N o d e   l o c a l h o s t : 4 4 4 4   f r o m   l o c a l h o s t : 2 2 2 2   i n   t e r m   1 7 .
V o t e   g r a n t e d   t o   N o d e   l o c a l h o s t : 4 4 4 4   f r o m   l o c a l h o s t : 3 3 3 3   i n   t e r m   1 7 .
V o t e   g r a n t e d   t o   N o d e   l o c a l h o s t : 4 4 4 4   f r o m   l o c a l h o s t : 5 5 5 5   i n   t e r m   1 7 .
N e w   L e a d e r   w a i t i n g   f o r   O l d   L e a d e r   L e a s e   t o   t i m e o u t :   1 7 1 1 8 2 1 2 7 9
N o d e   4 4 4 4   b e c a m e   t h e   l e a d e r   f o r   t e r m   1 7 .
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 2 2 2 2
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 3 3 3 3
L e a d e r   l o c a l h o s t : 4 4 4 4   s e n d i n g   h e a r t b e a t   &   R e n e w i n g   L e a s e   t o   l o c a l h o s t : 5 5 5 5
